step,mode,R_mean,R_std,avg_rt,avg_nodes,avg_lazy,avg_gap,avg_solved,tail_rt,tail_nodes,tail_lazy,tail_solved,loss,Hmix,rep,scale_reg,entropy_coeff,repulsion_w,scale_mean,scale_min,scale_max,center_pairdist_mean
1,all,6.619812965393066,1.9938637018203735,2.3459000110626222,347.1,102.6,3.882276573297862e-05,1.0,3.8016666571299234,568.3333333333334,149.66666666666666,1.0,-3.404439687728882,2.0794413089752197,0.9735880494117737,0.0,0.0199,0.009980000000000001,0.12742799520492554,0.12742799520492554,0.12742799520492554,0.042785562574863434
2,all,6.20884370803833,1.9954503774642944,2.3545000076293947,245.0,109.4,4.1213890767216715e-05,1.0,3.812333345413208,590.6666666666666,141.0,1.0,-3.146959066390991,2.0793356895446777,0.9657378196716309,0.0,0.019800500000000002,0.009960040000000002,0.1278868317604065,0.12565171718597412,0.1292279064655304,0.04894504323601723
3,all,7.4920854568481445,1.8176145553588867,3.1316999912261965,455.2,126.9,2.1493784023066856e-05,1.0,5.265666643778483,743.6666666666666,172.0,1.0,3.5289220809936523,2.0791239738464355,0.9572160840034485,0.0,0.0197014975,0.009940119920000002,0.12813067436218262,0.12410897016525269,0.13104869425296783,0.054866645485162735
4,all,7.460799217224121,1.625074863433838,2.950099992752075,524.8,116.8,4.80431908208933e-05,1.0,4.17633334795634,1014.3333333333334,130.0,1.0,1.7350658178329468,2.0789999961853027,0.947275698184967,0.0,0.0196029900125,0.009920239680160002,0.1282900720834732,0.12298208475112915,0.13216109573841095,0.06108980253338814
5,all,7.843106746673584,1.3555588722229004,3.6365999937057496,497.7,126.4,2.9831761312217206e-05,1.0,6.24233341217041,624.3333333333334,178.0,1.0,-0.3505155146121979,2.0788543224334717,0.9359942078590393,0.0,0.0195049750624375,0.009900399200799681,0.12835583090782166,0.12171462178230286,0.13369742035865784,0.06751310080289841
6,all,7.7042365074157715,1.0542041063308716,2.757400059700012,474.2,122.1,2.1728123204380017e-05,1.0,4.363666693369548,662.6666666666666,154.33333333333334,1.0,-2.9698193073272705,2.07871675491333,0.9234890341758728,0.0,0.01940745018712531,0.009880598402398083,0.12842290103435516,0.12136323004961014,0.13531869649887085,0.07405196130275726
7,all,7.352081298828125,1.7779489755630493,2.7289999961853026,513.4,119.4,5.9309242952490236e-05,1.0,4.676999966303508,1001.0,158.0,1.0,6.3498454093933105,2.0786266326904297,0.9097657799720764,0.0,0.019310412936189684,0.009860837205593286,0.12841059267520905,0.12122698128223419,0.13603374361991882,0.08070822060108185
8,all,7.6284027099609375,1.395229458808899,3.157300043106079,487.2,126.1,2.8191435806617473e-05,1.0,5.340000073115031,733.3333333333334,158.66666666666666,1.0,-0.3667418956756592,2.0785865783691406,0.8950408101081848,0.0,0.019213860871508736,0.0098411155311821,0.1284397691488266,0.12120640277862549,0.13578158617019653,0.08739132434129715
9,all,7.845789909362793,1.3830384016036987,3.122800016403198,597.6,132.8,4.767268892508854e-05,1.0,4.232333421707153,801.3333333333334,151.33333333333334,1.0,2.2399826049804688,2.078517436981201,0.8792411684989929,0.0,0.019117791567151193,0.009821433300119736,0.12849044799804688,0.12107375264167786,0.13557787239551544,0.09416653215885162
10,all,8.496657371520996,0.5819945335388184,4.272099947929382,617.3,163.6,4.0019407838688464e-05,1.0,6.304666678110759,674.6666666666666,201.33333333333334,1.0,0.925859272480011,2.0785179138183594,0.8624114394187927,0.0,0.019022202609315437,0.009801790433519496,0.1284933090209961,0.12135003507137299,0.13538500666618347,0.10103458166122437
